store_ID,day_of_week,nb_customers_on_day,promotion,sales
867,2,408,0,3926.685679894179
268,4,629,1,5236.690270081769
1066,4,1167,0,11083.181633597887
416,1,1288,1,12005.11787806638
104,2,1066,0,8204.663511664268
129,6,1107,0,8720.592507215008
941,4,635,1,5970.079765873015
56,2,233,0,2495.818253968255
988,1,826,1,6159.886772727274
1072,5,625,1,7073.785859427612
1000,5,563,0,5568.757056156805
6,5,445,0,3654.1623682058703
1103,4,351,1,4817.705351611351
56,3,381,1,5360.7886640211655
176,1,613,0,4616.726441798944
261,1,789,0,8809.719715608466
479,6,850,0,6973.982369047625
684,2,699,1,9521.241418590673
520,1,556,1,6220.278798941798
923,5,503,0,4801.278035122285
708,5,360,0,2910.7922943722956
657,6,715,0,6604.87082202982
397,6,698,0,4918.513916407667
56,6,537,0,7596.673282393529
271,3,821,0,6852.924722222222
152,4,633,1,5929.032767436268
678,6,688,0,5453.37831084656
729,3,1057,1,10889.683062650314
842,3,963,0,14975.243921717169
561,4,642,0,5864.826966450214
964,5,1343,0,8339.8067526455
709,3,1493,1,11638.5731979317
350,3,575,1,7163.05114081289
239,1,755,1,7804.930112554114
638,6,563,0,6412.246236846483
813,2,692,1,6246.773330299335
250,3,539,0,6198.994804232807
1013,1,420,0,3644.806397186147
746,6,683,0,6363.443723544975
440,5,679,0,6048.295363756613
968,6,527,0,4227.663599567099
158,2,360,0,3962.3913915343937
9,2,435,0,4136.624057183558
830,5,616,1,7048.389582491579
336,4,1809,0,11663.002894420391
421,4,732,0,6528.875747354495
111,1,663,1,7843.036541329038
658,1,421,0,3511.5670912698392
1082,1,1386,1,10083.3665499038
101,2,811,0,7364.103398148152
480,1,708,0,5480.949954064455
844,6,283,0,2339.224891895142
67,3,836,0,7084.033738576236
897,4,226,0,2303.5893898508903
1096,1,583,0,4435.4405436507905
942,6,411,0,3830.6095621693103
364,5,585,0,4676.571178571429
506,6,758,0,6583.560306878308
51,4,502,1,6472.466476190477
326,6,541,0,5581.9390112665105
493,6,866,0,8528.631573352573
519,3,595,0,5634.362544973544
208,1,458,1,3706.682731962482
544,6,1354,0,9353.25346799932
234,3,769,0,7158.25964177489
419,5,816,0,5455.058514911016
1045,4,914,1,7378.259626984126
556,5,705,0,5769.525657509159
930,6,1568,0,9347.513044733052
854,5,710,1,6978.751362433862
1103,4,305,1,3743.9783215025714
945,6,327,0,2835.2038781866277
142,4,573,0,4642.960955627705
833,3,442,0,4330.722402236652
646,3,691,1,5182.615454425205
826,6,576,0,6441.123284151034
103,2,521,1,5912.984172318424
1111,1,721,1,9291.521044131796
1099,4,954,0,7286.828401635405
498,6,1013,0,8574.813748677245
1092,1,1113,0,11137.55888504088
853,6,1064,0,8923.089450937956
302,5,252,0,2598.6526563251546
863,1,1045,1,10001.125696488696
538,6,337,0,2278.6991481481487
369,4,488,0,5499.778206830204
118,6,738,0,7821.852302308807
696,4,1048,1,9512.75599074074
1,6,560,0,4697.753658369409
265,4,582,1,6156.339401394904
679,4,1064,1,9661.143548941798
1113,6,635,0,6085.028300745553
518,2,404,0,4385.249496031748
323,3,554,0,5997.9444858104835
812,6,396,0,3070.1608133718137
630,3,723,0,5553.368647306397
983,1,2188,1,14611.798474747471
450,5,1048,0,8046.18230567581
894,6,627,0,5512.842182539685
155,6,804,0,7802.52358994709
178,6,694,0,6796.326252164503
614,6,976,0,6044.760911976912
864,3,646,1,4929.328675925923
307,4,448,1,4288.674225709475
563,6,735,0,5592.035060846559
30,2,590,0,3848.427075831577
35,5,810,1,10238.19392989418
214,3,535,0,6264.22237433862
646,1,689,0,4706.187530543529
98,5,351,0,3623.0089620009608
583,1,394,0,3366.927332130833
201,3,355,0,4113.018635281385
718,1,1123,1,10480.578854497351
132,3,464,1,4708.86025937951
323,6,628,0,6689.947633357386
769,5,3079,1,10729.549897435903
825,6,602,0,5437.195060245312
503,6,448,0,5846.547998677245
760,5,1147,0,7199.276776455023
801,3,650,1,6918.576015873016
988,4,648,0,3800.592465608466
605,4,442,0,5401.848811457062
774,4,678,0,4809.0784831649835
979,4,681,1,7246.852212555963
416,4,1111,0,8013.885037277533
866,3,727,1,9397.817292328047
732,3,448,0,3913.636174242425
568,3,389,0,4097.668800024048
1049,1,641,0,3736.715185758684
841,3,609,1,5267.113277056278
349,3,774,0,7694.277485449735
71,6,592,0,6448.647403439159
51,6,555,0,7201.907211640212
22,3,576,1,5799.289670514668
643,2,785,0,5814.816002645499
918,6,327,0,2872.6137109187116
830,6,252,0,3076.800309163061
719,3,381,0,4157.1870359547875
313,4,704,1,7138.162891534393
392,6,453,0,4379.114515632516
866,2,487,1,7240.360386363635
404,3,590,1,5650.644974257224
301,6,497,0,4462.698119769118
266,2,442,0,3246.3239021164018
344,5,977,0,7564.805618807118
98,2,373,0,3742.60721933622
54,5,642,0,6238.583138167392
795,1,464,0,3936.81289009139
792,4,764,1,8111.825713083213
181,5,571,0,4653.143186267436
232,5,355,1,4201.449804232807
300,4,797,0,6139.338072390569
468,4,568,0,4755.752184102937
130,5,592,0,5584.275781866284
233,1,1102,0,9321.966912698414
536,6,533,0,4793.402256613758
766,6,512,0,5306.236949374703
637,6,630,0,6967.889366041363
280,3,560,0,6686.981764550265
997,6,393,0,4675.105768157768
987,3,698,0,4903.7118269878265
316,2,901,1,9666.0864510582
813,4,638,0,5244.003400793649
556,2,996,1,8993.077903439153
758,5,633,1,5492.75980747956
405,5,491,0,4318.052949254451
520,6,282,0,2773.598162698413
889,4,508,1,4903.372224747472
504,6,953,0,6184.635795482296
461,3,398,0,3510.4787414622415
61,4,553,1,4724.443408850409
1001,6,367,0,3005.844697330447
370,4,671,1,8517.087993386238
836,1,890,1,8151.404419793174
684,2,275,0,2494.8267213804716
189,2,742,0,7090.047957671957
1110,4,673,1,6068.015989297737
519,3,435,1,4511.676039682539
576,2,838,0,6074.247461640215
198,1,507,1,5896.224817340069
298,1,786,1,9461.49414333814
1055,1,895,0,6879.465029341031
23,6,458,0,4836.893031144783
866,3,406,1,5428.443575396823
614,1,1226,1,10117.059292328038
566,6,508,0,3976.656058561809
1054,6,614,0,6363.668976190478
648,3,517,0,4923.2173677248675
432,6,1183,0,8989.885323056575
762,6,319,0,3099.0002253764756
59,4,515,0,4525.989889397638
821,1,796,0,5785.628845238095
1016,6,507,0,4768.776550902802
1095,6,446,0,2890.490498677247
671,2,576,0,5068.560633357386
370,2,535,0,5826.385970899472
436,2,594,0,4859.176274771525
368,5,743,1,10511.722683862436
2,2,596,0,4826.101017195766
87,3,763,0,5697.953227513229
503,1,440,0,5736.183162134164
524,3,855,1,8656.454664742663
37,5,984,0,8868.582082491586
786,5,594,1,4031.010770803271
85,2,1004,1,7947.951873015874
674,5,1252,1,9457.469665584418
192,2,763,0,9699.000634920634
830,1,644,1,8065.398422799424
327,5,896,0,6954.284166666665
899,3,662,1,6392.639413207165
14,5,555,0,4956.788769841268
615,3,1363,1,11256.869099326605
541,6,845,0,6727.321487734488
300,2,917,1,7906.452681818184
151,2,756,1,8322.575545935546
1045,1,437,0,3564.3644325396845
125,4,1626,1,12310.83093302068
796,3,621,1,6567.697664742664
283,5,765,1,7887.048972582977
414,6,542,0,6378.893996031748
667,4,805,1,9169.976620250123
952,5,576,1,6972.824920634922
1060,5,833,1,7183.48396825397
729,6,868,0,8355.329120731125
141,2,699,1,7136.66721969697
725,6,549,0,4893.9332878787845
396,5,1096,1,10413.708694925446
756,6,2839,0,13215.50304761905
324,5,744,1,6051.394704924704
557,4,542,0,3322.2694031986525
324,1,725,0,5056.1278251563235
142,1,710,1,6651.605483645982
371,1,479,0,5415.455260341508
39,5,533,0,3897.270122201872
908,4,404,1,5227.939084776333
273,5,764,1,7709.602091149594
702,4,262,0,2614.630666065416
954,5,737,0,5477.560293650793
1046,4,737,1,9334.871337912087
574,4,622,1,7993.4911904761875
880,5,727,0,6400.318048941799
267,1,929,0,7334.975015031264
199,6,526,0,4623.383252765752
902,3,555,0,4023.269482323233
178,5,1028,1,11371.194984247231
1006,2,1029,1,8168.677076719577
543,2,322,1,4100.5060202020195
1022,1,995,1,11084.100382275134
667,1,957,1,11176.372332130832
714,6,388,0,4946.765451220078
790,5,1120,1,11691.249530663785
306,6,275,0,2480.111687229438
317,2,568,1,6045.39773809524
759,5,895,1,8348.64299134199
48,5,503,1,4866.832230158734
675,6,303,0,2790.5985869408364
860,2,976,1,9031.9304030784
82,5,928,1,10247.039825637334
444,6,1590,0,13383.371337301582
552,4,743,1,8816.900238196984
864,5,644,1,5059.696218253971
525,2,950,1,11387.26051539201
681,3,595,1,5063.630271524772
897,6,388,0,4542.092095117849
703,3,379,1,3623.849311808562
278,4,1054,1,11026.808335978834
892,6,314,0,3029.673197210198
95,3,522,0,4927.089009139008
388,3,1000,0,8565.800453102454
209,2,460,0,4164.603216810967
926,6,540,0,6678.908323565322
154,6,753,0,8645.518058682057
318,3,716,1,8593.63555820107
49,5,626,1,8167.558366642615
559,3,808,1,6817.7758955026475
262,3,2984,1,13587.406884920632
907,1,818,0,5854.387502886003
732,4,422,0,3924.297282106784
870,2,991,1,8131.544733803235
322,1,835,1,8744.95433730158
812,1,802,0,6038.256339947092
598,6,606,0,5873.243615079365
226,4,625,0,5641.950764069263
779,1,873,1,10630.529889490132
1068,4,292,1,4268.2034479317
166,4,828,0,6308.488201298702
308,2,832,0,7103.041788600284
274,6,787,0,3592.915646705146
899,4,571,1,5751.781313852815
936,2,927,1,8006.975400793652
143,5,512,0,5359.192115079365
317,4,546,1,5236.533640211639
978,3,863,0,5690.552141534394
740,3,501,1,7068.579465608466
94,3,673,1,7539.874238095238
827,2,1619,1,12224.162874338634
599,6,1003,0,11245.960702380951
8,3,832,1,7428.938130952385
476,6,303,0,2664.5045423280403
670,4,660,0,5876.164441678689
269,2,1028,0,6754.050715303217
810,6,699,0,8431.635220899472
1057,3,490,0,4315.577513588263
460,2,319,0,3096.086580687831
865,6,351,0,2531.7781759259256
573,5,390,1,4891.746433862434
1033,3,1297,1,14047.815204064462
837,5,704,1,5599.285091269844
722,1,1797,1,12508.01459379509
580,6,1542,0,9327.323910052904
449,4,1708,1,12692.61953174603
801,2,478,0,4400.56936087061
871,2,412,1,5125.686813612311
973,4,733,0,5298.570807488807
401,3,806,1,8901.088515271766
493,4,673,0,6717.380464646466
687,1,739,0,7386.821198051946
41,6,408,0,5190.152612674362
436,5,699,1,6672.249078403079
787,5,1279,1,11511.837513708517
847,3,951,1,7199.349368927364
690,6,684,0,4791.326023569025
169,5,814,1,8579.850460437714
636,4,968,1,9531.239775132275
288,4,335,0,3805.466867003368
295,6,738,0,5629.815827441079
66,2,468,1,5614.291688431937
575,2,496,0,4802.814749838124
152,2,627,1,7036.978574074071
848,2,755,1,7173.648528379028
919,3,657,0,5212.880712361715
989,2,245,0,2255.502146825397
1003,3,539,0,4568.002563732565
424,6,835,0,7223.589787749285
65,4,416,0,4249.174044973545
828,4,628,1,5587.552046777296
912,5,659,0,4664.149135401636
958,5,584,1,4464.472897306396
1014,1,1273,0,10280.954557900432
421,2,920,0,8388.70364459615
746,1,568,1,7469.5826492304
78,1,639,1,5479.402374338625
483,3,693,1,5739.076531746033
549,1,623,0,5138.063374338623
589,5,606,1,6745.164546906796
793,3,444,1,4846.203265151515
821,2,864,0,6860.446004329005
402,1,675,1,6947.937502525254
388,1,997,0,8222.646006613755
248,6,1130,0,8098.890208994713
631,6,443,0,3832.090150432901
758,3,817,1,7387.489905649903
771,5,707,1,6835.761830012579
191,2,662,0,5614.485905363157
936,3,1026,1,8365.26938191438
451,1,563,1,7052.712515873017
1091,1,619,0,6560.848734968735
415,1,600,1,7593.750183140934
1043,5,1145,0,7908.710434704187
159,6,642,0,6533.835206349205
1010,5,841,1,9244.984441197694
137,3,898,1,7954.578467291969
459,2,1083,0,7703.15591065416
228,5,529,0,5889.190843915345
1065,2,481,1,5312.297835978837
665,3,1350,0,7671.370114866611
1068,1,275,0,4054.413137686387
929,4,744,0,5614.726892857144
376,5,1023,1,9319.389603655609
620,3,833,1,9375.826403439152
606,2,674,1,7158.441377585376
522,1,809,1,10627.312664381914
793,4,346,0,3075.353785002035
644,6,1136,0,10136.923734367489
899,5,478,0,4569.196720899472
836,5,689,0,5226.88027789803
433,5,627,0,5350.930750601252
333,5,1338,1,10262.888816979314
1022,1,1119,1,11325.893465728715
106,1,936,1,10493.72976911977
660,4,302,0,2673.899814814815
847,1,951,1,9220.636968253968
521,6,405,0,4768.043284391535
544,2,1601,0,10573.844466931214
55,4,402,0,3343.3447186147177
669,2,394,0,4084.485584693083
963,3,814,0,7692.592818783065
907,6,799,0,6026.86945262145
1091,5,758,1,9071.871782828284
24,3,688,0,6940.780810846561
255,1,746,1,7768.165981583232
301,2,708,1,6729.282990740742
796,3,720,1,8148.477443241941
279,5,788,1,11295.57733008658
863,5,1224,0,10017.947755050507
862,1,1585,1,13244.607093915343
525,4,828,0,9096.861087301586
727,2,394,0,3534.173219456471
918,2,307,0,3217.4660295815306
712,4,538,0,5434.992731361229
392,1,697,0,6396.764900553154
779,4,797,0,7257.935884199134
447,4,584,0,4745.251409451659
44,6,381,0,3476.839564814814
999,3,651,1,9159.138945045695
551,3,906,1,5967.256023809524
1047,6,364,0,3130.454997705998
809,2,997,1,12289.44130699856
120,6,518,0,5441.167859788362
743,1,587,1,6299.095181216933
674,2,1305,1,9463.84701058201
797,3,349,0,3304.7425740740737
927,4,853,1,6419.374042328043
759,4,799,1,7412.608579365082
910,6,458,0,4345.744044372292
1080,6,781,0,9166.563907721908
430,3,597,1,7242.499873136124
682,5,1778,0,10711.809775132284
294,1,1001,1,8465.176834295331
857,1,1010,1,9089.570883357386
15,3,526,0,5089.857750360751
1098,2,647,0,4355.432124338624
550,4,358,0,3863.260636724389
646,5,664,0,4804.452473665225
773,2,871,1,6928.971563732565
556,1,791,0,6286.718882682137
261,6,639,0,7278.002060846557
794,2,537,1,3324.4762074314576
1011,1,1165,1,10611.536501322753
930,1,1003,0,6404.119264550266
1051,2,1016,0,7626.5632010581985
668,3,1393,1,11208.717908850407
1036,6,474,0,4600.741753126504
913,2,1230,0,9444.991799182297
265,3,578,0,4784.781956349206
671,2,663,1,7449.952629638878
724,6,586,0,5726.434321308323
286,2,351,0,3503.3296849446847
678,6,646,0,6069.395214285715
412,2,566,0,7344.834434583939
84,6,1333,0,11854.303722823468
369,4,459,0,5125.097520322274
1058,2,546,0,4763.653220899474
610,4,378,0,3174.6305846560836
960,1,735,1,10445.33263215488
991,3,458,1,5171.751822751319
307,2,345,0,2780.496843554593
49,2,467,0,5888.430584054838
264,6,705,0,5545.077012950015
782,4,558,1,6106.976595228846
611,3,446,0,5272.908217652717
112,1,894,1,8530.506642736891
1073,3,1183,1,10661.484505531507
500,4,319,0,4192.8905978836
606,3,749,1,7635.466011784508
1107,3,686,1,6479.5520039682515
222,2,676,1,6502.831918387167
821,3,682,1,8532.04002116402
11,6,819,0,6193.976535714283
8,4,765,0,5868.7958802308785
924,2,437,0,4138.956743506492
866,1,616,1,9705.919924242417
524,2,906,0,7652.48857696007
14,4,689,1,6400.348287638289
233,2,941,0,7689.170929894182
1036,5,566,1,6057.98484126984
840,3,1079,0,7040.226514550264
337,1,362,0,4211.709013588264
109,3,756,0,5960.923035917784
863,5,1005,0,8498.799399470901
1010,2,631,0,6089.053294131798
569,4,657,0,4342.022535834538
630,6,343,0,3018.1623804713795
462,6,288,0,2327.0585648148153
664,4,651,1,5502.697239057242
942,5,524,0,5509.784347883597
935,3,560,1,5289.462903439152
304,1,1204,1,9055.795990740742
947,2,1022,1,8150.293705026458
1061,2,440,0,5525.266579846079
473,4,464,0,3043.735566137566
880,4,797,1,7834.141082010581
5,4,564,1,5096.5238529340995
567,3,598,0,4250.343961880714
1105,4,439,1,3816.7386990139503
478,4,615,0,5298.473052910052
624,2,819,1,9107.159289747286
399,3,464,0,4210.755787277539
322,5,571,1,5122.519738816738
67,1,1096,1,11614.926358104858
568,5,362,0,4021.8807809042823
210,3,376,1,3671.032279100528
700,3,598,1,5384.705591390092
20,4,865,0,7553.870537037036
617,3,600,1,7027.426016233762
855,5,845,1,8204.83063852814
37,3,767,1,7573.258421957673
576,6,979,0,6820.288143698892
748,4,543,1,6648.1053756613765
857,6,1500,0,11675.607283068786
556,5,752,0,5956.113218975468
66,6,464,0,4711.546298941799
8,5,596,0,5034.755801827804
1032,5,1081,1,10387.015396825394
171,3,1054,1,11330.463506974502
912,4,705,1,5464.041961640212
351,3,537,1,6585.630035714285
748,4,476,1,5749.03724338624
209,7,149,0,1347.3761931216934
80,2,388,0,4533.5233558201035
147,2,795,1,8075.976020322267
343,4,543,0,5178.6635357142895
859,4,524,0,4911.34182010582
1050,2,471,0,5649.38230174455
327,5,781,0,5817.160745189994
426,5,586,1,5344.551509259259
1115,1,319,0,3960.0310567580577
250,2,544,0,6375.994277176527
723,6,603,0,6409.335836339586
833,3,490,0,4836.674879268877
61,6,517,0,4316.0387420634925
296,2,983,1,9566.78416991342
706,1,626,1,7557.233769360271
575,6,229,0,2391.8591231361224
560,4,1456,1,12126.07248941799
1025,2,902,1,8070.608490139487
161,3,807,1,7199.382540163536
132,4,523,0,5234.367472823477
876,6,346,0,3480.030573833574
802,2,583,1,8064.609044973541
722,4,1516,1,9089.527130110631
386,2,576,1,6873.373373117623
901,2,733,1,8597.069568783068
453,5,1227,1,10861.483624218376
289,4,504,1,5936.330813612314
789,3,496,0,3514.4262857142876
234,1,764,0,7183.633583573829
74,6,728,0,5261.108281746033
882,3,1049,1,8674.261243987494
672,3,1375,0,8108.374868085621
1020,4,1047,1,8695.603977633482
743,5,614,0,5908.075103535352
465,4,510,0,5666.274388888891
54,1,775,1,8924.449837662336
495,5,359,0,4151.280846681094
142,4,592,1,5033.741125661374
124,1,503,0,3903.059446488696
363,1,1256,1,10927.068939033194
86,6,523,0,3801.2726768879234
724,6,548,0,5228.229058432308
1098,6,366,0,2595.6823215488207
168,4,852,1,8942.775683862437
258,3,455,1,5472.967248677248
538,5,503,0,3288.2411468253945
351,1,696,1,9151.597289442028
692,2,808,0,6307.499734848487
297,3,920,1,9422.363650312654
678,5,828,0,6656.02653198653
838,3,769,0,6735.028430856177
1069,4,641,0,4534.425465969215
254,1,207,0,2214.3286507936514
735,2,433,0,3774.0424807599807
1047,2,582,0,5894.160992063496
550,3,458,0,4894.866153920153
257,2,748,1,6604.8917420634925
386,2,759,1,10294.312123015869
162,1,643,1,9029.300968253969
534,1,982,1,11803.958561327569
1037,5,843,1,7505.835305555552
621,3,807,1,5992.066525132271
296,1,1021,1,10684.084762445886
27,6,864,0,7224.623994708995
437,2,571,0,5341.534137566137
645,5,1497,1,12653.298562890814
625,6,576,0,5235.992159544159
250,1,890,1,12817.549552669554
786,2,861,1,7752.74905231805
979,5,741,1,7611.425985449732
421,2,869,0,7379.252481481482
440,5,608,0,4995.224115079363
58,4,412,0,4301.255943121693
614,4,1284,1,9695.688668294662
395,4,544,0,3798.4266757316777
1099,3,788,0,5778.0610800865825
765,2,884,1,10393.959725829724
958,1,828,1,7421.946686507937
314,4,569,0,4924.423238095236
783,5,780,0,7106.243958152961
1072,3,716,1,8052.22779292004
591,6,354,0,4624.1857278739735
860,3,533,0,3735.3569338624334
169,5,645,0,5894.057243025491
170,1,755,1,7931.803431216933
46,3,642,0,4602.8265952380925
1099,3,784,0,5820.907175324676
834,3,713,0,5797.458946368445
548,6,359,0,4109.226723184225
631,5,608,1,5243.016803030303
650,1,707,0,6257.666965608468
291,6,493,0,4530.288446127947
397,3,671,0,4526.768198051945
948,6,1336,0,5197.944962000963
975,3,689,1,7436.802073232324
678,6,602,0,5465.697262987015
496,1,1014,1,10729.305718855216
440,4,596,0,4773.656776455026
958,4,575,1,4481.547841269844
818,5,804,0,6576.9691013708525
473,2,426,0,2702.206204906206
630,3,731,1,7797.878538840787
528,5,1110,1,12213.466129509388
1068,5,275,0,3870.075088624341
1017,2,1021,0,6744.561207912458
965,5,818,0,6846.483715247716
951,3,1025,1,9424.031374699378
722,4,1526,1,9710.676999999998
96,6,153,0,1325.586395262145
984,6,666,0,5073.523903439153
325,3,638,1,6748.482052910055
587,6,761,0,9961.417350168347
205,5,759,0,5299.20193001443
60,4,673,1,7201.658825036075
400,2,1479,1,11765.124706201204
733,6,3407,0,14471.174585137082
902,6,636,0,5289.71887866763
700,4,638,1,5709.264703463203
1041,4,630,1,5806.734266835015
705,2,694,0,5384.442407407406
197,2,695,0,4788.801825396828
591,2,438,0,4653.7092724867725
371,2,478,0,5369.969495791246
919,2,587,0,4208.874566137568
1051,2,1223,1,10247.282060245305
407,3,254,0,2881.79269110519
274,5,1113,0,5921.870559523811
282,4,748,0,5449.764429894181
782,3,424,0,4095.014787157287
774,2,706,0,4940.6151850649385
77,6,854,0,8783.62932720057
1079,1,621,0,7093.1813968253955
62,2,852,0,8052.463738095244
827,1,925,0,7929.42600396825
315,4,446,0,3745.672838143336
379,6,412,0,3638.0696931216926
109,2,974,1,10429.140034391528
464,5,1284,1,10027.115002164504
372,6,720,0,7980.179339105335
1076,6,464,0,2998.4170396825393
831,6,1450,0,11419.569475709475
459,3,958,0,6621.713877825874
602,6,499,0,5063.8307777777745
224,3,357,0,4402.668106060607
178,2,810,1,7672.288538359787
1061,1,729,1,10129.420239297737
752,6,284,0,3212.0712483164984
124,5,635,0,5115.986149470898
187,6,626,0,6370.392451289452
1060,3,898,1,7830.974972222224
565,5,893,1,7933.368579004334
1100,5,687,1,5845.328535714288
1069,3,1028,0,7051.162763708515
999,4,567,0,7084.160386604134
13,1,315,0,3502.8493849206357
269,3,874,0,6398.039836580083
959,5,989,1,10049.987883597882
426,1,813,1,8018.811083694083
74,2,754,0,5065.568465663965
929,2,882,1,8232.834403920151
1047,3,592,1,6200.677138888893
417,2,855,1,8889.273800264556
533,3,802,0,7781.744191438192
676,1,1790,1,8492.27286904762
725,6,569,0,5232.972838263592
53,2,595,1,6266.525830687832
570,1,950,1,8554.588779100532
1055,3,887,0,6535.610196248198
206,3,616,0,5178.671131072633
415,3,507,1,6311.177464285711
837,3,399,1,2616.5796249398736
695,6,416,0,4289.20381084656
133,5,942,0,7679.415689995194
288,4,446,1,5852.542847162096
683,6,633,0,6444.662285834531
954,2,948,1,8158.083187830681
328,4,590,1,5239.446703703703
1106,5,598,0,4959.173317580564
1095,4,496,0,3859.440427248678
1115,2,506,1,7531.71034656084
213,6,569,0,6935.772474506973
808,3,694,1,9255.747418470415
1055,5,810,0,6804.815713924962
228,1,488,0,5803.77708826359
658,3,621,1,6560.147764550264
38,2,453,0,4768.525149470897
483,5,680,0,6182.292066979316
253,2,634,0,4762.312512385761
989,3,596,1,5792.904510582011
86,2,700,1,6457.925511423764
984,2,975,1,8958.552651034155
444,6,1290,0,9764.572392616636
1020,4,1021,1,8600.075714285713
708,5,450,0,3825.253545935548
38,6,539,0,5605.697777777778
1073,1,1083,1,9349.668591269838
509,1,675,1,9401.927912337664
210,5,405,1,4502.24240873016
707,3,764,0,6349.57537333037
88,6,240,0,2459.7235679413184
175,4,549,1,6594.0560978835965
865,2,748,1,8218.957835858586
56,4,550,1,8387.461118927367
160,3,491,0,4603.950546657045
554,3,475,1,3927.264756854257
61,4,468,0,3370.3627373089853
303,2,760,1,7394.545686387682
1090,2,865,0,6161.535034391535
1010,3,727,0,7385.824748677246
953,4,540,0,5040.661986772487
948,2,1784,0,6963.250216302217
261,1,723,0,8099.081687830691
866,5,536,0,6833.36142027417
240,6,328,0,3300.852695646946
967,1,1282,1,13591.510658369409
521,3,316,0,3553.590623931623
319,4,870,1,8296.7277487975
908,3,345,0,3589.730477873978
531,3,561,0,4299.724763227513
969,2,621,1,4342.816720899471
388,2,947,0,7956.39778463203
1088,5,552,1,6349.068480158729
1096,6,582,0,4690.264916907169
775,6,673,0,8620.011577922083
891,6,930,0,6614.108021164022
628,3,935,1,8968.242904761904
532,4,1260,0,10205.15748148148
515,3,754,1,9731.39222174122
438,1,609,1,6660.563947450695
898,4,755,1,7318.45931415344
679,1,1418,1,14449.985402837909
739,2,575,0,6579.22632106782
536,5,1081,1,9975.044335978831
1001,2,769,1,7513.647746272242
873,3,457,1,4187.446988095239
531,4,672,1,5521.74861171236
313,4,559,0,5131.35762708588
855,4,615,1,5992.3772201779675
551,5,1067,0,7401.228615680617
722,5,1394,0,7849.949741221741
961,6,803,0,7884.083220899472
472,4,587,0,4197.199851370851
564,6,461,0,4789.782042328043
15,2,544,0,4796.840370370371
646,4,810,1,6062.1540185185195
697,3,1064,1,11559.186111111114
844,3,445,0,3572.716977513227
74,6,640,0,4566.463282587783
764,5,689,1,6993.818800264554
683,5,720,0,6402.397346681096
557,4,623,0,3713.225043530544
473,1,491,0,3480.611901515153
23,6,393,0,4001.9719404761904
1088,6,278,0,2784.00595767196
1071,6,554,0,4588.942018879268
320,4,1882,0,12065.521453222693
240,6,367,0,3781.148844276094
1084,6,715,0,5495.581022126026
911,4,956,1,10714.5744520202
715,5,723,0,7072.727916786916
716,4,389,1,5011.926506613756
1031,6,368,0,4286.89322222222
892,6,367,0,3690.1477101972096
996,4,658,0,5630.164363516113
547,4,469,1,6366.0668412698415
1080,6,823,0,9766.711914021163
270,4,1131,1,8770.033420274172
766,4,594,1,6715.708617965364
222,2,662,1,6290.131554954305
418,3,463,0,3913.208615079364
1055,3,986,1,8350.808816498316
994,2,358,0,3167.0501746031755
312,3,434,0,4027.8043333333335
1100,3,550,0,3935.16125829726
159,2,588,0,5678.6317330447355
163,6,722,0,6492.603752044251
662,6,604,0,6101.974230278981
433,4,684,1,6080.656986772485
817,1,3478,1,13446.506749999997
877,4,790,0,5360.19371555297
793,1,700,1,8757.45354244829
893,6,733,0,5485.763790524292
354,1,539,1,7710.862838985089
799,5,831,0,8199.611363756618
1066,3,1051,1,10081.28515873016
61,1,576,1,5001.248380471382
849,3,953,1,8963.32648511674
459,5,1216,1,9562.99580868206
1044,2,987,1,8126.315226190477
431,2,1040,1,10073.470636002894
164,4,630,1,6274.504750721502
470,2,1589,0,11404.771555796056
168,1,1032,1,12024.60797931698
238,5,1115,1,7828.275671957677
641,6,361,0,3457.4253743386253
994,1,443,0,3941.7297645502663
836,3,739,0,5762.349658730161
330,4,453,1,4210.1580258445265
693,2,686,1,9553.462442279944
631,4,549,0,4138.983335257335
323,4,615,1,7467.525482924481
1104,1,515,1,7360.708968253967
583,2,453,1,4958.305247955749
335,6,1802,0,9557.107411375664
923,6,525,0,4729.697093915343
223,5,942,1,9823.984794973549
626,6,752,0,7338.383333333333
380,5,1293,1,14313.83358862433
375,5,789,1,9336.39433273208
864,1,783,1,6626.692988095237
672,5,1256,0,7681.9811904761955
684,3,450,0,4950.3467407407425
104,5,1223,1,9248.546305555552
1115,5,475,1,7348.090627465125
1058,1,504,0,4355.4826521164005
989,1,794,1,8406.489922077917
924,6,298,0,3009.2137976282975
905,2,1636,1,11622.099464674217
151,6,606,0,6038.266171957673
788,4,1729,1,13852.296955266957
510,2,732,0,6614.935599206349
938,2,1089,1,11287.473318662822
1090,4,643,0,5324.606412698412
525,5,772,0,8184.065903920153
558,4,465,1,3530.2539913419914
170,4,493,0,4305.816159340659
456,5,855,1,6266.494333333338
114,5,569,0,4798.786808922557
1091,4,597,0,6322.6887401394915
161,4,686,0,5554.484325757573
510,5,978,0,9259.55777004477
584,2,363,0,3658.94171007696
1041,4,784,1,7131.478903439153
930,4,1087,1,7354.827135642134
167,3,1439,1,13494.452018638764
1028,1,424,0,3460.0825727513215
785,6,506,0,5185.4555086580085
292,3,673,0,4886.690113636366
478,4,743,1,7561.445051587303
300,1,923,1,8773.594630545378
551,1,1043,0,6228.682464646465
79,2,534,0,4684.8406150793635
611,2,501,1,6062.529882034634
572,5,623,1,7916.03221164021
